행정구역별,원아수_인구수
서울특별시,7.055724996849934
부산광역시,10.943356645885903
대구광역시,13.653222862040767
인천광역시,11.939080259116494
광주광역시,14.673142098459174
대전광역시,14.110639027655608
울산광역시,13.306466497938619
세종특별자치시,16.74179008370895
경기도,11.26971311236555
강원도,8.570138067215186
충청북도,9.399658194247483
충청남도,11.138289158408451
전라북도,10.589921943120704
전라남도,8.95913895440219
경상북도,12.06117919224516
경상남도,12.92031411132412
제주특별자치도,8.766380745518383
